tanggal,produk,qty,total_harga,harga_per_unit
2023-10-06,L,150,262500,1750.0
2023-10-06,XL,50,115000,2300.0
2023-10-06,XXL,50,125000,2500.0
2023-10-07,S,10,17500,1750.0
2023-10-07,M,60,105000,1750.0
2023-10-07,L,90,157500,1750.0
2023-10-07,XL,40,92000,2300.0
2023-10-07,XXL,50,125000,2500.0
2023-10-08,S,0,0,0.0
2023-10-08,M,0,0,0.0
2023-10-08,L,0,0,0.0
2023-10-08,XL,0,0,0.0
2023-10-08,XXL,0,0,0.0
2023-10-09,S,10,17500,1750.0
2023-10-09,M,90,157500,1750.0
2023-10-09,L,130,227500,1750.0
2023-10-09,XL,70,161000,2300.0
2023-10-09,XXL,40,100000,2500.0
2023-10-10,S,0,0,0.0
2023-10-10,M,50,87500,1750.0
2023-10-10,L,150,262500,1750.0
2023-10-10,XL,60,138000,2300.0
2023-10-10,XXL,10,25000,2500.0
2023-10-11,S,120,200000,1666.6666666666667
2023-10-11,M,60,105000,1750.0
2023-10-11,L,60,105000,1750.0
2023-10-11,XL,90,207000,2300.0
2023-10-11,XXL,10,25000,2500.0
2023-10-12,S,0,0,0.0
2023-10-12,M,30,52500,1750.0
2023-10-12,L,100,175000,1750.0
2023-10-12,XL,70,161000,2300.0
2023-10-12,XXL,50,125000,2500.0
2023-10-13,S,0,0,0.0
2023-10-13,M,30,52500,1750.0
2023-10-13,L,130,227500,1750.0
2023-10-13,XL,70,161000,2300.0
2023-10-13,XXL,10,25000,2500.0
2023-10-14,S,0,0,0.0
2023-10-14,M,40,70000,1750.0
2023-10-14,L,180,315000,1750.0
2023-10-14,XL,80,184000,2300.0
2023-10-14,XXL,30,75000,2500.0
2023-10-15,S,0,0,0.0
2023-10-15,M,0,0,0.0
2023-10-15,L,0,0,0.0
2023-10-15,XL,0,0,0.0
2023-10-15,XXL,0,0,0.0
2023-10-16,S,30,52500,1750.0
2023-10-16,M,30,52500,1750.0
2023-10-16,L,140,245000,1750.0
2023-10-16,XL,60,138000,2300.0
2023-10-16,XXL,10,25000,2500.0
2023-10-17,S,0,0,0.0
2023-10-17,M,30,52500,1750.0
2023-10-17,L,130,227500,1750.0
2023-10-17,XL,70,161000,2300.0
2023-10-17,XXL,60,144000,2400.0
2023-10-18,S,0,0,0.0
2023-10-18,M,10,17500,1750.0
2023-10-18,L,90,157500,1750.0
2023-10-18,XL,50,115000,2300.0
2023-10-18,XXL,0,0,0.0
2023-10-19,S,0,0,0.0
2023-10-19,M,40,70000,1750.0
2023-10-19,L,110,192500,1750.0
2023-10-19,XL,30,69000,2300.0
2023-10-19,XXL,30,73500,2450.0
2023-10-20,S,10,17500,1750.0
2023-10-20,M,70,122500,1750.0
2023-10-20,L,130,227500,1750.0
2023-10-20,XL,60,138000,2300.0
2023-10-20,XXL,40,100000,2500.0
2023-10-21,S,0,0,0.0
2023-10-21,M,20,35000,1750.0
2023-10-21,L,160,280000,1750.0
2023-10-21,XL,50,115000,2300.0
2023-10-21,XXL,20,50000,2500.0
2023-10-22,S,0,0,0.0
2023-10-22,M,0,0,0.0
2023-10-22,L,0,0,0.0
2023-10-22,XL,0,0,0.0
2023-10-22,XXL,0,0,0.0
2023-10-23,S,20,35000,1750.0
2023-10-23,M,50,87500,1750.0
2023-10-23,L,100,175000,1750.0
2023-10-23,XL,70,161000,2300.0
2023-10-23,XXL,30,75000,2500.0
2023-10-24,S,0,0,0.0
2023-10-24,M,20,35000,1750.0
2023-10-24,L,90,157500,1750.0
2023-10-24,XL,70,161000,2300.0
2023-10-24,XXL,40,100000,2500.0
2023-10-25,S,10,17500,1750.0
2023-10-25,M,50,87500,1750.0
2023-10-25,L,110,192500,1750.0
2023-10-25,XL,30,69000,2300.0
2023-10-25,XXL,30,75000,2500.0
2023-10-26,S,10,17500,1750.0
2023-10-26,M,50,87500,1750.0
2023-10-26,L,80,140000,1750.0
2023-10-26,XL,90,207000,2300.0
2023-10-26,XXL,10,25000,2500.0
2023-10-27,S,0,0,0.0
2023-10-27,M,30,52500,1750.0
2023-10-27,L,60,105000,1750.0
2023-10-27,XL,50,115000,2300.0
2023-10-27,XXL,20,50000,2500.0
2023-10-28,S,0,0,0.0
2023-10-28,M,40,70000,1750.0
2023-10-28,L,130,227500,1750.0
2023-10-28,XL,70,161000,2300.0
2023-10-28,XXL,20,50000,2500.0
2023-10-29,S,0,0,0.0
2023-10-29,M,0,0,0.0
2023-10-29,L,0,0,0.0
2023-10-29,XL,0,0,0.0
2023-10-29,XXL,0,0,0.0
2023-10-30,S,60,105000,1750.0
2023-10-30,M,90,157500,1750.0
2023-10-30,L,110,192500,1750.0
2023-10-30,XL,70,161000,2300.0
2023-10-30,XXL,30,75000,2500.0
2023-10-31,S,0,0,0.0
2023-10-31,M,10,17500,1750.0
2023-10-31,L,110,192500,1750.0
2023-10-31,XL,80,184000,2300.0
2023-10-31,XXL,50,125000,2500.0
2023-11-01,S,0,0,0.0
2023-11-01,M,80,140000,1750.0
2023-11-01,L,180,303000,1683.3333333333333
2023-11-01,XL,20,46000,2300.0
2023-11-01,XXL,10,25000,2500.0
2023-11-02,S,0,0,0.0
2023-11-02,M,40,70000,1750.0
2023-11-02,L,170,297500,1750.0
2023-11-02,XL,50,115000,2300.0
2023-11-02,XXL,40,100000,2500.0
2023-11-03,S,20,35000,1750.0
2023-11-03,M,50,87500,1750.0
2023-11-03,L,90,157500,1750.0
2023-11-03,XL,40,92000,2300.0
2023-11-03,XXL,0,0,0.0
2023-11-04,S,0,0,0.0
2023-11-04,M,70,122500,1750.0
2023-11-04,L,170,287500,1691.1764705882354
2023-11-04,XL,50,115000,2300.0
2023-11-04,XXL,50,125000,2500.0
2023-11-05,S,0,0,0.0
2023-11-05,M,0,0,0.0
2023-11-05,L,0,0,0.0
2023-11-05,XL,0,0,0.0
2023-11-05,XXL,0,0,0.0
2023-11-06,S,20,35000,1750.0
2023-11-06,M,60,105000,1750.0
2023-11-06,L,160,280000,1750.0
2023-11-06,XL,90,207000,2300.0
2023-11-06,XXL,40,100000,2500.0
2023-11-07,S,20,35000,1750.0
2023-11-07,M,80,140000,1750.0
2023-11-07,L,80,140000,1750.0
2023-11-07,XL,70,161000,2300.0
2023-11-07,XXL,30,75000,2500.0
2023-11-08,S,10,17500,1750.0
2023-11-08,M,10,17500,1750.0
2023-11-08,L,120,210000,1750.0
2023-11-08,XL,10,23000,2300.0
2023-11-08,XXL,10,25000,2500.0
2023-11-09,S,0,0,0.0
2023-11-09,M,30,52500,1750.0
2023-11-09,L,110,192500,1750.0
2023-11-09,XL,70,161000,2300.0
2023-11-09,XXL,30,75000,2500.0
2023-11-10,S,0,0,0.0
2023-11-10,M,20,35000,1750.0
2023-11-10,L,40,70000,1750.0
2023-11-10,XL,60,138000,2300.0
2023-11-10,XXL,10,25000,2500.0
2023-11-11,S,10,17500,1750.0
2023-11-11,M,80,140000,1750.0
2023-11-11,L,120,210000,1750.0
2023-11-11,XL,40,92000,2300.0
2023-11-11,XXL,10,25000,2500.0
2023-11-12,S,0,0,0.0
2023-11-12,M,0,0,0.0
2023-11-12,L,0,0,0.0
2023-11-12,XL,0,0,0.0
2023-11-12,XXL,0,0,0.0
2023-11-13,S,20,35000,1750.0
2023-11-13,M,100,175000,1750.0
2023-11-13,L,140,245000,1750.0
2023-11-13,XL,90,207000,2300.0
2023-11-13,XXL,30,75000,2500.0
2023-11-14,S,0,0,0.0
2023-11-14,M,40,70000,1750.0
2023-11-14,L,130,227500,1750.0
2023-11-14,XL,70,161000,2300.0
2023-11-14,XXL,10,25000,2500.0
2023-11-15,S,0,0,0.0
2023-11-15,M,100,175000,1750.0
2023-11-15,L,50,87500,1750.0
2023-11-15,XL,60,138000,2300.0
2023-11-15,XXL,50,125000,2500.0
2023-11-16,S,10,17500,1750.0
2023-11-16,M,50,87500,1750.0
2023-11-16,L,50,87500,1750.0
2023-11-16,XL,40,92000,2300.0
2023-11-16,XXL,50,125000,2500.0
2023-11-17,S,30,52500,1750.0
2023-11-17,M,60,105000,1750.0
2023-11-17,L,170,287500,1691.1764705882354
2023-11-17,XL,60,138000,2300.0
2023-11-17,XXL,30,75000,2500.0
2023-11-18,S,0,0,0.0
2023-11-18,M,40,70000,1750.0
2023-11-18,L,100,175000,1750.0
2023-11-18,XL,20,46000,2300.0
2023-11-18,XXL,20,50000,2500.0
2023-11-19,S,0,0,0.0
2023-11-19,M,0,0,0.0
2023-11-19,L,0,0,0.0
2023-11-19,XL,0,0,0.0
2023-11-19,XXL,0,0,0.0
2023-11-20,S,20,35000,1750.0
2023-11-20,M,40,70000,1750.0
2023-11-20,L,190,322500,1697.3684210526317
2023-11-20,XL,110,253000,2300.0
2023-11-20,XXL,10,25000,2500.0
2023-11-21,S,30,52500,1750.0
2023-11-21,M,90,157500,1750.0
2023-11-21,L,150,262500,1750.0
2023-11-21,XL,80,184000,2300.0
2023-11-21,XXL,60,150000,2500.0
2023-11-22,S,0,0,0.0
2023-11-22,M,60,105000,1750.0
2023-11-22,L,160,280000,1750.0
2023-11-22,XL,60,138000,2300.0
2023-11-22,XXL,40,100000,2500.0
2023-11-23,S,0,0,0.0
2023-11-23,M,30,52500,1750.0
2023-11-23,L,120,210000,1750.0
2023-11-23,XL,40,92000,2300.0
2023-11-23,XXL,10,25000,2500.0
2023-11-24,S,0,0,0.0
2023-11-24,M,50,87500,1750.0
2023-11-24,L,70,122500,1750.0
2023-11-24,XL,60,138000,2300.0
2023-11-24,XXL,20,50000,2500.0
2023-11-25,S,30,52500,1750.0
2023-11-25,M,50,87500,1750.0
2023-11-25,L,50,87500,1750.0
2023-11-25,XL,10,23000,2300.0
2023-11-25,XXL,0,0,0.0
2023-11-26,S,0,0,0.0
2023-11-26,M,0,0,0.0
2023-11-26,L,0,0,0.0
2023-11-26,XL,0,0,0.0
2023-11-26,XXL,0,0,0.0
2023-11-27,S,20,35000,1750.0
2023-11-27,M,40,70000,1750.0
2023-11-27,L,150,262500,1750.0
2023-11-27,XL,70,161000,2300.0
2023-11-27,XXL,0,0,0.0
2023-11-28,S,10,17500,1750.0
2023-11-28,M,50,87500,1750.0
2023-11-28,L,110,192500,1750.0
2023-11-28,XL,110,253000,2300.0
2023-11-28,XXL,60,150000,2500.0
2023-11-29,S,20,35000,1750.0
2023-11-29,M,70,122500,1750.0
2023-11-29,L,150,262500,1750.0
2023-11-29,XL,70,161000,2300.0
2023-11-29,XXL,0,0,0.0
2023-11-30,S,0,0,0.0
2023-11-30,M,20,35000,1750.0
2023-11-30,L,180,305000,1694.4444444444443
2023-11-30,XL,40,92000,2300.0
2023-11-30,XXL,40,100000,2500.0
2023-12-01,S,30,52500,1750.0
2023-12-01,M,40,70000,1750.0
2023-12-01,L,110,192500,1750.0
2023-12-01,XL,60,138000,2300.0
2023-12-01,XXL,40,100000,2500.0
2023-12-02,S,10,17500,1750.0
2023-12-02,M,40,70000,1750.0
2023-12-02,L,90,157500,1750.0
2023-12-02,XL,70,161000,2300.0
2023-12-02,XXL,30,75000,2500.0
2023-12-03,S,0,0,0.0
2023-12-03,M,0,0,0.0
2023-12-03,L,0,0,0.0
2023-12-03,XL,0,0,0.0
2023-12-03,XXL,0,0,0.0
2023-12-04,S,10,17500,1750.0
2023-12-04,M,50,87500,1750.0
2023-12-04,L,130,227500,1750.0
2023-12-04,XL,80,184000,2300.0
2023-12-04,XXL,60,150000,2500.0
2023-12-05,S,0,0,0.0
2023-12-05,M,40,70000,1750.0
2023-12-05,L,80,140000,1750.0
2023-12-05,XL,90,207000,2300.0
2023-12-05,XXL,40,100000,2500.0
2023-12-06,S,50,87500,1750.0
2023-12-06,M,10,17500,1750.0
2023-12-06,L,70,122500,1750.0
2023-12-06,XL,70,161000,2300.0
2023-12-06,XXL,0,0,0.0
2023-12-07,S,40,70000,1750.0
2023-12-07,M,20,35000,1750.0
2023-12-07,L,50,87500,1750.0
2023-12-07,XL,60,138000,2300.0
2023-12-07,XXL,20,50000,2500.0
2023-12-08,S,30,52500,1750.0
2023-12-08,M,40,70000,1750.0
2023-12-08,L,180,305000,1694.4444444444443
2023-12-08,XL,50,115000,2300.0
2023-12-08,XXL,60,138000,2300.0
2023-12-09,S,10,17500,1750.0
2023-12-09,M,40,70000,1750.0
2023-12-09,L,100,175000,1750.0
2023-12-09,XL,40,92000,2300.0
2023-12-09,XXL,30,75000,2500.0
2023-12-10,S,0,0,0.0
2023-12-10,M,0,0,0.0
2023-12-10,L,0,0,0.0
2023-12-10,XL,0,0,0.0
2023-12-10,XXL,0,0,0.0
2023-12-11,S,30,52500,1750.0
2023-12-11,M,110,192500,1750.0
2023-12-11,L,150,252500,1683.3333333333333
2023-12-11,XL,120,276000,2300.0
2023-12-11,XXL,20,50000,2500.0
2023-12-12,S,10,17500,1750.0
2023-12-12,M,50,87500,1750.0
2023-12-12,L,180,305000,1694.4444444444443
2023-12-12,XL,50,115000,2300.0
2023-12-12,XXL,10,25000,2500.0
2023-12-13,S,30,52500,1750.0
2023-12-13,M,20,35000,1750.0
2023-12-13,L,60,105000,1750.0
2023-12-13,XL,60,138000,2300.0
2023-12-13,XXL,0,0,0.0
2023-12-14,S,20,35000,1750.0
2023-12-14,M,50,87500,1750.0
2023-12-14,L,90,157500,1750.0
2023-12-14,XL,20,46000,2300.0
2023-12-14,XXL,0,0,0.0
2023-12-15,S,10,17500,1750.0
2023-12-15,M,30,52500,1750.0
2023-12-15,L,40,70000,1750.0
2023-12-15,XL,30,69000,2300.0
2023-12-15,XXL,30,75000,2500.0
2023-12-16,S,20,35000,1750.0
2023-12-16,M,40,70000,1750.0
2023-12-16,L,130,227500,1750.0
2023-12-16,XL,70,161000,2300.0
2023-12-16,XXL,40,100000,2500.0
2023-12-17,S,0,0,0.0
2023-12-17,M,0,0,0.0
2023-12-17,L,0,0,0.0
2023-12-17,XL,0,0,0.0
2023-12-17,XXL,0,0,0.0
2023-12-18,S,0,0,0.0
2023-12-18,M,20,35000,1750.0
2023-12-18,L,120,210000,1750.0
2023-12-18,XL,70,161000,2300.0
2023-12-18,XXL,30,75000,2500.0
2023-12-19,S,0,0,0.0
2023-12-19,M,10,17500,1750.0
2023-12-19,L,120,210000,1750.0
2023-12-19,XL,60,138000,2300.0
2023-12-19,XXL,60,150000,2500.0
2023-12-20,S,0,0,0.0
2023-12-20,M,30,52500,1750.0
2023-12-20,L,110,192500,1750.0
2023-12-20,XL,40,92000,2300.0
2023-12-20,XXL,20,50000,2500.0
2023-12-21,S,0,0,0.0
2023-12-21,M,140,235000,1678.5714285714287
2023-12-21,L,60,105000,1750.0
2023-12-21,XL,50,115000,2300.0
2023-12-21,XXL,70,175000,2500.0
2023-12-22,S,10,17500,1750.0
2023-12-22,M,100,175000,1750.0
2023-12-22,L,80,140000,1750.0
2023-12-22,XL,30,69000,2300.0
2023-12-22,XXL,30,75000,2500.0
2023-12-23,S,0,0,0.0
2023-12-23,M,0,0,0.0
2023-12-23,L,0,0,0.0
2023-12-23,XL,0,0,0.0
2023-12-23,XXL,0,0,0.0
2023-12-24,S,20,35000,1750.0
2023-12-24,M,30,52500,1750.0
2023-12-24,L,80,140000,1750.0
2023-12-24,XL,40,92000,2300.0
2023-12-24,XXL,10,25000,2500.0
2023-12-25,S,40,70000,1750.0
2023-12-25,M,50,87500,1750.0
2023-12-25,L,170,297500,1750.0
2023-12-25,XL,150,345000,2300.0
2023-12-25,XXL,10,25000,2500.0
2023-12-26,S,30,52500,1750.0
2023-12-26,M,20,35000,1750.0
2023-12-26,L,130,227500,1750.0
2023-12-26,XL,100,230000,2300.0
2023-12-26,XXL,80,200000,2500.0
2023-12-27,S,0,0,0.0
2023-12-27,M,0,0,0.0
2023-12-27,L,0,0,0.0
2023-12-27,XL,0,0,0.0
2023-12-27,XXL,0,0,0.0
2023-12-28,S,10,17500,1750.0
2023-12-28,M,80,140000,1750.0
2023-12-28,L,130,227500,1750.0
2023-12-28,XL,60,138000,2300.0
2023-12-28,XXL,0,0,0.0
2023-12-29,S,0,0,0.0
2023-12-29,M,130,217500,1673.076923076923
2023-12-29,L,70,122500,1750.0
2023-12-29,XL,60,138000,2300.0
2023-12-29,XXL,40,100000,2500.0
2023-12-30,S,0,0,0.0
2023-12-30,M,10,17500,1750.0
2023-12-30,L,30,52500,1750.0
2023-12-30,XL,120,276000,2300.0
2023-12-30,XXL,50,125000,2500.0
2023-12-31,S,0,0,0.0
2023-12-31,M,0,0,0.0
2023-12-31,L,0,0,0.0
2023-12-31,XL,0,0,0.0
2023-12-31,XXL,0,0,0.0
2024-01-01,S,0,0,0.0
2024-01-01,M,50,87500,1750.0
2024-01-01,L,110,192500,1750.0
2024-01-01,XL,60,138000,2300.0
2024-01-01,XXL,0,0,0.0
2024-01-02,S,10,17500,1750.0
2024-01-02,M,70,122500,1750.0
2024-01-02,L,170,297500,1750.0
2024-01-02,XL,80,184000,2300.0
2024-01-02,XXL,10,25000,2500.0
2024-01-03,S,0,0,0.0
2024-01-03,M,0,0,0.0
2024-01-03,L,0,0,0.0
2024-01-03,XL,0,0,0.0
2024-01-03,XXL,0,0,0.0
2024-01-04,S,50,87500,1750.0
2024-01-04,M,80,140000,1750.0
2024-01-04,L,140,245000,1750.0
2024-01-04,XL,60,138000,2300.0
2024-01-04,XXL,20,50000,2500.0
2024-01-05,S,20,35000,1750.0
2024-01-05,M,70,122500,1750.0
2024-01-05,L,60,105000,1750.0
2024-01-05,XL,160,342000,2137.5
2024-01-05,XXL,20,50000,2500.0
2024-01-06,S,10,17500,1750.0
2024-01-06,M,90,157000,1744.4444444444443
2024-01-06,L,170,287500,1691.1764705882354
2024-01-06,XL,80,184000,2300.0
2024-01-06,XXL,10,25000,2500.0
2024-01-07,S,0,0,0.0
2024-01-07,M,0,0,0.0
2024-01-07,L,0,0,0.0
2024-01-07,XL,0,0,0.0
2024-01-07,XXL,0,0,0.0
2024-01-08,S,20,35000,1750.0
2024-01-08,M,40,70000,1750.0
2024-01-08,L,190,322500,1697.3684210526317
2024-01-08,XL,90,207000,2300.0
2024-01-08,XXL,50,125000,2500.0
2024-01-09,S,0,0,0.0
2024-01-09,M,40,70000,1750.0
2024-01-09,L,60,105000,1750.0
2024-01-09,XL,90,207000,2300.0
2024-01-09,XXL,0,0,0.0
2024-01-10,S,0,0,0.0
2024-01-10,M,0,0,0.0
2024-01-10,L,150,252500,1683.3333333333333
2024-01-10,XL,50,115000,2300.0
2024-01-10,XXL,30,75000,2500.0
2024-01-11,S,20,35000,1750.0
2024-01-11,M,40,70000,1750.0
2024-01-11,L,60,105000,1750.0
2024-01-11,XL,110,253000,2300.0
2024-01-11,XXL,50,125000,2500.0
2024-01-12,S,10,17500,1750.0
2024-01-12,M,40,70000,1750.0
2024-01-12,L,70,122500,1750.0
2024-01-12,XL,20,46000,2300.0
2024-01-12,XXL,60,150000,2500.0
2024-01-13,S,40,70000,1750.0
2024-01-13,M,20,35000,1750.0
2024-01-13,L,80,140000,1750.0
2024-01-13,XL,60,138000,2300.0
2024-01-13,XXL,0,0,0.0
2024-01-14,S,0,0,0.0
2024-01-14,M,0,0,0.0
2024-01-14,L,0,0,0.0
2024-01-14,XL,0,0,0.0
2024-01-14,XXL,0,0,0.0
2024-01-15,S,40,70000,1750.0
2024-01-15,M,40,70000,1750.0
2024-01-15,L,100,175000,1750.0
2024-01-15,XL,60,138000,2300.0
2024-01-15,XXL,10,25000,2500.0
2024-01-16,S,10,17500,1750.0
2024-01-16,M,60,105000,1750.0
2024-01-16,L,80,140000,1750.0
2024-01-16,XL,10,23000,2300.0
2024-01-16,XXL,30,75000,2500.0
2024-01-17,S,20,35000,1750.0
2024-01-17,M,20,35000,1750.0
2024-01-17,L,140,230000,1642.857142857143
2024-01-17,XL,10,23000,2300.0
2024-01-17,XXL,0,0,0.0
2024-01-18,S,20,35000,1750.0
2024-01-18,M,40,70000,1750.0
2024-01-18,L,120,200000,1666.6666666666667
2024-01-18,XL,30,69000,2300.0
2024-01-18,XXL,20,50000,2500.0
2024-01-19,S,0,0,0.0
2024-01-19,M,0,0,0.0
2024-01-19,L,0,0,0.0
2024-01-19,XL,0,0,0.0
2024-01-19,XXL,0,0,0.0
2024-01-20,S,30,52500,1750.0
2024-01-20,M,60,105000,1750.0
2024-01-20,L,80,140000,1750.0
2024-01-20,XL,90,207000,2300.0
2024-01-20,XXL,110,275000,2500.0
2024-01-21,S,0,0,0.0
2024-01-21,M,0,0,0.0
2024-01-21,L,0,0,0.0
2024-01-21,XL,0,0,0.0
2024-01-21,XXL,0,0,0.0
2024-01-22,S,20,35000,1750.0
2024-01-22,M,30,52500,1750.0
2024-01-22,L,170,297000,1747.0588235294117
2024-01-22,XL,70,161000,2300.0
2024-01-22,XXL,50,125000,2500.0
2024-01-23,S,10,17500,1750.0
2024-01-23,M,80,140000,1750.0
2024-01-23,L,100,175000,1750.0
2024-01-23,XL,30,69000,2300.0
2024-01-23,XXL,30,75000,2500.0
2024-01-24,S,20,35000,1750.0
2024-01-24,M,40,70000,1750.0
2024-01-24,L,110,192500,1750.0
2024-01-24,XL,50,115000,2300.0
2024-01-24,XXL,20,50000,2500.0
2024-01-25,S,20,35000,1750.0
2024-01-25,M,0,0,0.0
2024-01-25,L,90,157500,1750.0
2024-01-25,XL,50,115000,2300.0
2024-01-25,XXL,70,175000,2500.0
2024-01-26,S,50,87500,1750.0
2024-01-26,M,0,0,0.0
2024-01-26,L,60,105000,1750.0
2024-01-26,XL,70,161000,2300.0
2024-01-26,XXL,30,75000,2500.0
2024-01-27,S,40,70000,1750.0
2024-01-27,M,110,192500,1750.0
2024-01-27,L,130,227500,1750.0
2024-01-27,XL,50,115000,2300.0
2024-01-27,XXL,20,50000,2500.0
2024-01-28,S,0,0,0.0
2024-01-28,M,0,0,0.0
2024-01-28,L,0,0,0.0
2024-01-28,XL,0,0,0.0
2024-01-28,XXL,0,0,0.0
2024-01-29,S,0,0,0.0
2024-01-29,M,0,0,0.0
2024-01-29,L,0,0,0.0
2024-01-29,XL,0,0,0.0
2024-01-29,XXL,0,0,0.0
2024-01-30,S,0,0,0.0
2024-01-30,M,0,0,0.0
2024-01-30,L,0,0,0.0
2024-01-30,XL,0,0,0.0
2024-01-30,XXL,0,0,0.0
2024-01-31,S,0,0,0.0
2024-01-31,M,20,35000,1750.0
2024-01-31,L,40,70000,1750.0
2024-01-31,XL,40,92000,2300.0
2024-01-31,XXL,40,100000,2500.0
2024-02-01,S,20,35000,1750.0
2024-02-01,M,40,70000,1750.0
2024-02-01,L,70,122500,1750.0
2024-02-01,XL,50,115000,2300.0
2024-02-01,XXL,30,75000,2500.0
2024-02-02,S,10,17500,1750.0
2024-02-02,M,60,105000,1750.0
2024-02-02,L,150,262000,1746.6666666666667
2024-02-02,XL,40,92000,2300.0
2024-02-02,XXL,30,75000,2500.0
2024-02-03,S,30,52500,1750.0
2024-02-03,M,40,70000,1750.0
2024-02-03,L,130,227000,1746.1538461538462
2024-02-03,XL,70,161000,2300.0
2024-02-03,XXL,0,0,0.0
2024-02-04,S,0,0,0.0
2024-02-04,M,0,0,0.0
2024-02-04,L,0,0,0.0
2024-02-04,XL,0,0,0.0
2024-02-04,XXL,0,0,0.0
2024-02-05,S,50,87500,1750.0
2024-02-05,M,10,17500,1750.0
2024-02-05,L,130,227500,1750.0
2024-02-05,XL,40,92000,2300.0
2024-02-05,XXL,20,50000,2500.0
2024-02-06,S,20,35000,1750.0
2024-02-06,M,40,70000,1750.0
2024-02-06,L,60,105000,1750.0
2024-02-06,XL,110,253000,2300.0
2024-02-06,XXL,20,50000,2500.0
2024-02-07,S,0,0,0.0
2024-02-07,M,0,0,0.0
2024-02-07,L,0,0,0.0
2024-02-07,XL,0,0,0.0
2024-02-07,XXL,0,0,0.0
2024-02-08,S,10,17500,1750.0
2024-02-08,M,30,52500,1750.0
2024-02-08,L,110,192500,1750.0
2024-02-08,XL,180,388000,2155.5555555555557
2024-02-08,XXL,20,50000,2500.0
2024-02-09,S,10,17500,1750.0
2024-02-09,M,30,52500,1750.0
2024-02-09,L,110,192500,1750.0
2024-02-09,XL,180,388000,2155.5555555555557
2024-02-09,XXL,20,50000,2500.0
2024-02-10,S,50,87500,1750.0
2024-02-10,M,20,35000,1750.0
2024-02-10,L,90,157000,1744.4444444444443
2024-02-10,XL,80,184000,2300.0
2024-02-10,XXL,80,200000,2500.0
2024-02-11,S,0,0,0.0
2024-02-11,M,0,0,0.0
2024-02-11,L,0,0,0.0
2024-02-11,XL,0,0,0.0
2024-02-11,XXL,0,0,0.0
2024-02-12,S,10,17500,1750.0
2024-02-12,M,20,35000,1750.0
2024-02-12,L,110,192500,1750.0
2024-02-12,XL,100,230000,2300.0
2024-02-12,XXL,20,50000,2500.0
2024-02-13,S,40,70000,1750.0
2024-02-13,M,0,0,0.0
2024-02-13,L,70,122500,1750.0
2024-02-13,XL,70,161000,2300.0
2024-02-13,XXL,30,75000,2500.0
2024-02-14,S,0,0,0.0
2024-02-14,M,0,0,0.0
2024-02-14,L,0,0,0.0
2024-02-14,XL,0,0,0.0
2024-02-14,XXL,0,0,0.0
2024-02-15,S,20,35000,1750.0
2024-02-15,M,90,157000,1744.4444444444443
2024-02-15,L,70,122500,1750.0
2024-02-15,XL,50,115000,2300.0
2024-02-15,XXL,60,150000,2500.0
2024-02-16,S,20,35000,1750.0
2024-02-16,M,40,70000,1750.0
2024-02-16,L,80,140000,1750.0
2024-02-16,XL,110,253000,2300.0
2024-02-16,XXL,40,100000,2500.0
2024-02-17,S,40,70000,1750.0
2024-02-17,M,90,157500,1750.0
2024-02-17,L,60,105000,1750.0
2024-02-17,XL,90,207000,2300.0
2024-02-17,XXL,50,125000,2500.0
2024-02-18,S,0,0,0.0
2024-02-18,M,0,0,0.0
2024-02-18,L,0,0,0.0
2024-02-18,XL,0,0,0.0
2024-02-18,XXL,0,0,0.0
2024-02-19,S,20,35000,1750.0
2024-02-19,M,80,140000,1750.0
2024-02-19,L,90,157500,1750.0
2024-02-19,XL,60,138000,2300.0
2024-02-19,XXL,30,75000,2500.0
2024-02-20,S,10,17500,1750.0
2024-02-20,M,30,52500,1750.0
2024-02-20,L,110,192500,1750.0
2024-02-20,XL,40,92000,2300.0
2024-02-20,XXL,50,125000,2500.0
2024-02-21,S,0,0,0.0
2024-02-21,M,0,0,0.0
2024-02-21,L,70,122500,1750.0
2024-02-21,XL,100,230000,2300.0
2024-02-21,XXL,30,75000,2500.0
2024-02-22,S,20,35000,1750.0
2024-02-22,M,0,0,0.0
2024-02-22,L,40,70000,1750.0
2024-02-22,XL,30,69000,2300.0
2024-02-22,XXL,30,75000,2500.0
2024-02-23,S,30,52500,1750.0
2024-02-23,M,10,17500,1750.0
2024-02-23,L,60,105000,1750.0
2024-02-23,XL,20,46000,2300.0
2024-02-23,XXL,10,25000,2500.0
2024-02-24,S,10,17500,1750.0
2024-02-24,M,0,0,0.0
2024-02-24,L,60,105000,1750.0
2024-02-24,XL,80,184000,2300.0
2024-02-24,XXL,60,150000,2500.0
2024-02-25,S,0,0,0.0
2024-02-25,M,0,0,0.0
2024-02-25,L,0,0,0.0
2024-02-25,XL,0,0,0.0
2024-02-25,XXL,0,0,0.0
2024-02-26,S,20,35000,1750.0
2024-02-26,M,50,87500,1750.0
2024-02-26,L,40,70000,1750.0
2024-02-26,XL,80,184000,2300.0
2024-02-26,XXL,40,100000,2500.0
2024-02-27,S,10,17500,1750.0
2024-02-27,M,70,122500,1750.0
2024-02-27,L,90,157500,1750.0
2024-02-27,XL,60,138000,2300.0
2024-02-27,XXL,50,125000,2500.0
2024-02-28,S,0,0,0.0
2024-02-28,M,0,0,0.0
2024-02-28,L,0,0,0.0
2024-02-28,XL,0,0,0.0
2024-02-28,XXL,0,0,0.0
