produk,tanggal,qty,t,ln_Q
S,2024-05-06,20,616,2.995732273553991
S,2024-05-07,10,617,2.302585092994046
S,2024-05-14,10,618,2.302585092994046
S,2024-05-16,30,619,3.4011973816621555
S,2024-05-18,10,620,2.302585092994046
S,2024-05-20,10,621,2.302585092994046
S,2024-05-24,10,622,2.302585092994046
S,2024-05-26,20,623,2.995732273553991
S,2024-05-28,10,624,2.302585092994046
S,2024-06-01,10,625,2.302585092994046
S,2024-06-03,10,626,2.302585092994046
S,2024-06-04,10,627,2.302585092994046
S,2024-06-12,20,628,2.995732273553991
S,2024-06-14,10,629,2.302585092994046
S,2024-06-18,20,630,2.995732273553991
S,2024-06-20,10,631,2.302585092994046
S,2024-06-21,10,632,2.302585092994046
S,2024-06-22,20,633,2.995732273553991
S,2024-06-24,40,634,3.6888794541139363
S,2024-06-27,10,635,2.302585092994046
S,2024-06-28,20,636,2.995732273553991
S,2024-06-29,30,637,3.4011973816621555
S,2024-07-01,10,638,2.302585092994046
S,2024-07-04,10,639,2.302585092994046
S,2024-07-05,30,640,3.4011973816621555
S,2024-07-06,10,641,2.302585092994046
S,2024-07-08,20,642,2.995732273553991
S,2024-07-09,10,643,2.302585092994046
S,2024-07-13,10,644,2.302585092994046
S,2024-07-16,20,645,2.995732273553991
S,2024-07-20,30,646,3.4011973816621555
S,2024-07-22,10,647,2.302585092994046
S,2024-07-23,40,648,3.6888794541139363
S,2024-07-24,20,649,2.995732273553991
S,2024-07-25,30,650,3.4011973816621555
S,2024-07-26,10,651,2.302585092994046
S,2024-07-27,30,652,3.4011973816621555
S,2024-07-29,10,653,2.302585092994046
S,2024-07-31,10,654,2.302585092994046
S,2024-08-01,40,655,3.6888794541139363
S,2024-08-03,20,656,2.995732273553991
S,2024-08-05,10,657,2.302585092994046
S,2024-08-08,40,658,3.6888794541139363
S,2024-08-10,20,659,2.995732273553991
S,2024-08-12,10,660,2.302585092994046
S,2024-08-13,10,661,2.302585092994046
S,2024-08-14,10,662,2.302585092994046
S,2024-08-15,10,663,2.302585092994046
S,2024-08-20,20,664,2.995732273553991
S,2024-08-22,40,665,3.6888794541139363
S,2024-08-23,20,666,2.995732273553991
S,2024-08-26,10,667,2.302585092994046
S,2024-08-28,10,668,2.302585092994046
S,2024-08-29,20,669,2.995732273553991
S,2024-08-30,10,670,2.302585092994046
S,2024-08-31,10,671,2.302585092994046
S,2024-09-02,10,672,2.302585092994046
S,2024-09-03,20,673,2.995732273553991
S,2024-09-04,10,674,2.302585092994046
S,2024-09-13,10,675,2.302585092994046
S,2024-09-14,20,676,2.995732273553991
S,2024-09-19,10,677,2.302585092994046
S,2024-09-20,30,678,3.4011973816621555
S,2024-09-25,10,679,2.302585092994046
S,2024-09-26,10,680,2.302585092994046
S,2024-10-02,10,681,2.302585092994046
S,2024-10-05,30,682,3.4011973816621555
S,2024-10-08,10,683,2.302585092994046
S,2024-10-09,10,684,2.302585092994046
S,2024-10-10,10,685,2.302585092994046
S,2024-10-11,10,686,2.302585092994046
S,2024-10-14,10,687,2.302585092994046
S,2024-10-17,30,688,3.4011973816621555
S,2024-10-21,20,689,2.995732273553991
S,2024-10-26,20,690,2.995732273553991
S,2024-10-28,40,691,3.6888794541139363
S,2024-11-01,30,692,3.4011973816621555
S,2024-11-06,10,693,2.302585092994046
S,2024-11-07,10,694,2.302585092994046
S,2024-11-08,10,695,2.302585092994046
S,2024-11-11,30,696,3.4011973816621555
S,2024-11-12,10,697,2.302585092994046
S,2024-11-15,10,698,2.302585092994046
S,2024-11-16,10,699,2.302585092994046
S,2024-11-19,10,700,2.302585092994046
S,2024-11-25,20,701,2.995732273553991
S,2024-11-28,10,702,2.302585092994046
S,2024-11-30,20,703,2.995732273553991
S,2024-12-13,30,704,3.4011973816621555
S,2024-12-14,10,705,2.302585092994046
S,2024-12-18,10,706,2.302585092994046
S,2024-12-19,20,707,2.995732273553991
S,2024-12-20,10,708,2.302585092994046
S,2024-12-21,10,709,2.302585092994046
S,2024-12-23,20,710,2.995732273553991
S,2024-12-24,10,711,2.302585092994046
S,2025-01-17,50,712,3.912023005428146
S,2025-01-20,30,713,3.4011973816621555
S,2025-01-21,10,714,2.302585092994046
S,2025-01-23,20,715,2.995732273553991
S,2025-01-24,10,716,2.302585092994046
S,2025-01-31,40,717,3.6888794541139363
S,2025-02-03,10,718,2.302585092994046
S,2025-02-04,10,719,2.302585092994046
S,2025-02-08,10,720,2.302585092994046
S,2025-02-10,10,721,2.302585092994046
S,2025-02-11,10,722,2.302585092994046
S,2025-02-12,10,723,2.302585092994046
S,2025-02-14,20,724,2.995732273553991
S,2025-02-15,10,725,2.302585092994046
S,2025-02-17,10,726,2.302585092994046
S,2025-02-18,10,727,2.302585092994046
S,2025-02-24,10,728,2.302585092994046
S,2025-02-25,20,729,2.995732273553991
S,2025-03-04,20,730,2.995732273553991
S,2025-03-07,10,731,2.302585092994046
S,2025-03-08,30,732,3.4011973816621555
S,2025-03-11,20,733,2.995732273553991
S,2025-03-12,10,734,2.302585092994046
S,2025-03-17,10,735,2.302585092994046
S,2025-03-18,30,736,3.4011973816621555
S,2025-03-24,10,737,2.302585092994046
S,2025-03-26,10,738,2.302585092994046
S,2025-03-28,10,739,2.302585092994046
S,2025-04-05,10,740,2.302585092994046
S,2025-04-10,30,741,3.4011973816621555
S,2025-04-11,30,742,3.4011973816621555
S,2025-04-15,20,743,2.995732273553991
S,2025-04-17,10,744,2.302585092994046
S,2025-04-19,20,745,2.995732273553991
S,2025-04-20,10,746,2.302585092994046
S,2025-04-22,30,747,3.4011973816621555
S,2025-04-25,10,748,2.302585092994046
S,2025-04-27,30,749,3.4011973816621555
S,2025-04-29,10,750,2.302585092994046
S,2025-05-01,10,751,2.302585092994046
S,2025-05-02,20,752,2.995732273553991
S,2025-05-03,10,753,2.302585092994046
S,2025-05-05,20,754,2.995732273553991
S,2025-05-06,30,755,3.4011973816621555
S,2025-05-07,10,756,2.302585092994046
S,2025-05-12,40,757,3.6888794541139363
S,2025-05-13,10,758,2.302585092994046
S,2025-05-16,10,759,2.302585092994046
S,2025-05-17,10,760,2.302585092994046
S,2025-05-19,10,761,2.302585092994046
S,2025-05-20,20,762,2.995732273553991
S,2025-05-26,10,763,2.302585092994046
S,2025-05-28,40,764,3.6888794541139363
S,2025-05-29,40,765,3.6888794541139363
S,2025-05-30,30,766,3.4011973816621555
S,2025-06-02,30,767,3.4011973816621555
S,2025-06-04,20,768,2.995732273553991
S,2025-06-07,30,769,3.4011973816621555
S,2025-06-10,10,770,2.302585092994046
S,2025-06-12,10,771,2.302585092994046
S,2025-06-13,20,772,2.995732273553991
S,2025-06-14,10,773,2.302585092994046
S,2025-06-16,30,774,3.4011973816621555
S,2025-06-17,20,775,2.995732273553991
S,2025-06-19,10,776,2.302585092994046
S,2025-06-23,50,777,3.912023005428146
S,2025-06-24,20,778,2.995732273553991
S,2025-06-27,10,779,2.302585092994046
S,2025-07-05,10,780,2.302585092994046
S,2025-07-08,30,781,3.4011973816621555
S,2025-07-16,10,782,2.302585092994046
S,2025-07-18,40,783,3.6888794541139363
S,2025-07-19,20,784,2.995732273553991
S,2025-07-25,10,785,2.302585092994046
S,2025-07-28,10,786,2.302585092994046
S,2025-07-29,20,787,2.995732273553991
S,2025-08-04,10,788,2.302585092994046
S,2025-08-05,10,789,2.302585092994046
S,2025-08-07,10,790,2.302585092994046
S,2025-08-15,30,791,3.4011973816621555
S,2025-08-16,10,792,2.302585092994046
S,2025-08-18,10,793,2.302585092994046
S,2025-08-20,20,794,2.995732273553991
S,2025-08-22,10,795,2.302585092994046
S,2025-08-23,10,796,2.302585092994046
S,2025-08-25,10,797,2.302585092994046
S,2025-08-26,40,798,3.6888794541139363
S,2025-08-30,60,799,4.0943445622221
S,2025-09-01,10,800,2.302585092994046
S,2025-09-02,60,801,4.0943445622221
S,2025-09-03,20,802,2.995732273553991
S,2025-09-05,10,803,2.302585092994046
S,2025-09-08,20,804,2.995732273553991
S,2025-09-09,20,805,2.995732273553991
S,2025-09-13,20,806,2.995732273553991
S,2025-09-15,60,807,4.0943445622221
S,2025-09-16,10,808,2.302585092994046
S,2025-09-17,30,809,3.4011973816621555
S,2025-09-18,30,810,3.4011973816621555
S,2025-09-19,20,811,2.995732273553991
S,2025-09-20,12,812,2.4849066497880004
S,2025-09-22,12,813,2.4849066497880004
S,2025-09-23,36,814,3.58351893845611
S,2025-09-24,12,815,2.4849066497880004
S,2025-09-27,24,816,3.1780538303479458
S,2025-09-29,24,817,3.1780538303479458
S,2025-09-30,24,818,3.1780538303479458
S,2025-10-02,36,819,3.58351893845611
S,2025-10-03,36,820,3.58351893845611
S,2025-10-07,48,821,3.871201010907891
S,2025-10-09,36,822,3.58351893845611
S,2025-10-10,12,823,2.4849066497880004
S,2025-10-11,12,824,2.4849066497880004
S,2025-10-14,72,825,4.276666119016055
S,2025-10-15,12,826,2.4849066497880004
S,2025-10-16,12,827,2.4849066497880004
S,2025-10-20,24,828,3.1780538303479458
S,2025-10-21,12,829,2.4849066497880004
S,2025-10-23,12,830,2.4849066497880004
S,2025-10-25,12,831,2.4849066497880004
S,2025-10-27,24,832,3.1780538303479458
S,2025-10-30,12,833,2.4849066497880004
S,2025-11-04,24,834,3.1780538303479458
S,2025-11-05,36,835,3.58351893845611
S,2025-11-06,36,836,3.58351893845611
S,2025-11-09,48,837,3.871201010907891
S,2025-11-13,12,838,2.4849066497880004
S,2025-11-15,12,839,2.4849066497880004
S,2025-11-18,48,840,3.871201010907891
S,2025-11-19,12,841,2.4849066497880004
S,2025-11-21,12,842,2.4849066497880004
S,2025-11-25,24,843,3.1780538303479458
S,2025-11-27,72,844,4.276666119016055
S,2025-11-28,24,845,3.1780538303479458
S,2025-12-02,24,846,3.1780538303479458
S,2025-12-03,42,847,3.7376696182833684
S,2025-12-05,12,848,2.4849066497880004
S,2025-12-06,12,849,2.4849066497880004
S,2025-12-08,12,850,2.4849066497880004
S,2025-12-09,24,851,3.1780538303479458
S,2025-12-10,12,852,2.4849066497880004
S,2025-12-11,60,853,4.0943445622221
S,2025-12-12,24,854,3.1780538303479458
S,2025-12-17,12,855,2.4849066497880004
S,2025-12-18,12,856,2.4849066497880004
S,2025-12-19,18,857,2.8903717578961645
S,2025-12-22,36,858,3.58351893845611
S,2025-12-23,12,859,2.4849066497880004
S,2025-12-24,24,860,3.1780538303479458
S,2025-12-25,12,861,2.4849066497880004
S,2025-12-27,12,862,2.4849066497880004
S,2025-12-29,48,863,3.871201010907891
S,2025-12-30,36,864,3.58351893845611
XL,2021-01-02,110,1,4.700480365792417
XL,2021-01-04,100,2,4.605170185988092
XL,2021-01-05,50,3,3.912023005428146
XL,2021-01-06,30,4,3.4011973816621555
XL,2021-01-07,33,5,3.4965075614664802
XL,2021-01-08,20,6,2.995732273553991
XL,2021-01-09,70,7,4.248495242049359
XL,2021-01-11,130,8,4.867534450455582
XL,2021-01-12,80,9,4.382026634673881
XL,2021-01-13,73,10,4.290459441148391
XL,2021-01-14,70,11,4.248495242049359
XL,2021-01-15,50,12,3.912023005428146
XL,2021-01-16,70,13,4.248495242049359
XL,2021-01-19,140,14,4.941642422609304
XL,2021-01-20,90,15,4.499809670330265
XL,2021-01-21,80,16,4.382026634673881
XL,2021-01-22,30,17,3.4011973816621555
XL,2021-01-23,40,18,3.6888794541139363
XL,2021-01-25,92,19,4.5217885770490405
XL,2021-01-26,40,20,3.6888794541139363
XL,2021-01-27,63,21,4.143134726391533
XL,2021-01-28,10,22,2.302585092994046
XL,2021-01-29,30,23,3.4011973816621555
XL,2021-01-30,40,24,3.6888794541139363
XL,2021-02-01,130,25,4.867534450455582
XL,2021-02-02,60,26,4.0943445622221
XL,2021-02-03,30,27,3.4011973816621555
XL,2021-02-04,30,28,3.4011973816621555
XL,2021-02-06,60,29,4.0943445622221
XL,2021-02-08,90,30,4.499809670330265
XL,2021-02-09,133,31,4.890349128221754
XL,2021-02-10,100,32,4.605170185988092
XL,2021-02-11,40,33,3.6888794541139363
XL,2021-02-12,80,34,4.382026634673881
XL,2021-02-13,80,35,4.382026634673881
XL,2021-02-15,60,36,4.0943445622221
XL,2021-02-16,70,37,4.248495242049359
XL,2021-02-17,30,38,3.4011973816621555
XL,2021-02-18,40,39,3.6888794541139363
XL,2021-02-20,60,40,4.0943445622221
XL,2021-02-22,120,41,4.787491742782046
XL,2021-02-23,80,42,4.382026634673881
XL,2021-02-24,70,43,4.248495242049359
XL,2021-02-25,50,44,3.912023005428146
XL,2021-02-26,60,45,4.0943445622221
XL,2021-02-27,120,46,4.787491742782046
XL,2021-03-01,140,47,4.941642422609304
XL,2021-03-02,100,48,4.605170185988092
XL,2021-03-03,60,49,4.0943445622221
XL,2021-03-04,90,50,4.499809670330265
XL,2021-03-05,50,51,3.912023005428146
XL,2021-03-06,50,52,3.912023005428146
XL,2021-03-08,110,53,4.700480365792417
XL,2021-03-09,60,54,4.0943445622221
XL,2021-03-10,40,55,3.6888794541139363
XL,2021-03-11,70,56,4.248495242049359
XL,2021-03-12,50,57,3.912023005428146
XL,2021-03-13,50,58,3.912023005428146
XL,2021-03-14,80,59,4.382026634673881
XL,2021-03-16,50,60,3.912023005428146
XL,2021-03-17,20,61,2.995732273553991
XL,2021-03-18,60,62,4.0943445622221
XL,2021-03-19,30,63,3.4011973816621555
XL,2021-03-20,60,64,4.0943445622221
XL,2021-03-21,140,65,4.941642422609304
XL,2021-03-22,140,66,4.941642422609304
XL,2021-03-23,40,67,3.6888794541139363
XL,2021-03-25,80,68,4.382026634673881
XL,2021-03-26,50,69,3.912023005428146
XL,2021-03-27,50,70,3.912023005428146
XL,2021-03-29,60,71,4.0943445622221
XL,2021-03-30,100,72,4.605170185988092
XL,2021-03-31,60,73,4.0943445622221
XL,2021-04-01,60,74,4.0943445622221
XL,2021-04-05,130,75,4.867534450455582
XL,2021-04-06,100,76,4.605170185988092
XL,2021-04-07,120,77,4.787491742782046
XL,2021-04-08,60,78,4.0943445622221
XL,2021-04-09,90,79,4.499809670330265
XL,2021-04-10,40,80,3.6888794541139363
XL,2021-04-12,150,81,5.0106352940962555
XL,2021-04-20,50,82,3.912023005428146
XL,2021-04-23,60,83,4.0943445622221
XL,2021-04-24,40,84,3.6888794541139363
XL,2021-04-26,70,85,4.248495242049359
XL,2021-04-27,80,86,4.382026634673881
XL,2021-04-28,80,87,4.382026634673881
XL,2021-04-29,40,88,3.6888794541139363
XL,2021-04-30,120,89,4.787491742782046
XL,2021-05-01,70,90,4.248495242049359
XL,2021-05-03,60,91,4.0943445622221
XL,2021-05-04,60,92,4.0943445622221
XL,2021-05-05,50,93,3.912023005428146
XL,2021-05-06,80,94,4.382026634673881
XL,2021-05-07,50,95,3.912023005428146
XL,2021-05-08,30,96,3.4011973816621555
XL,2021-05-10,40,97,3.6888794541139363
XL,2021-05-11,100,98,4.605170185988092
XL,2021-05-15,20,99,2.995732273553991
XL,2021-05-17,100,100,4.605170185988092
XL,2021-05-18,90,101,4.499809670330265
XL,2021-05-29,140,102,4.941642422609304
XL,2021-05-30,80,103,4.382026634673881
XL,2021-05-31,90,104,4.499809670330265
XL,2021-06-01,100,105,4.605170185988092
XL,2021-06-02,80,106,4.382026634673881
XL,2021-06-03,120,107,4.787491742782046
XL,2021-06-04,62,108,4.127134385045092
XL,2021-06-05,30,109,3.4011973816621555
XL,2021-06-07,30,110,3.4011973816621555
XL,2021-06-08,60,111,4.0943445622221
XL,2021-06-09,60,112,4.0943445622221
XL,2021-06-10,110,113,4.700480365792417
XL,2021-06-11,30,114,3.4011973816621555
XL,2021-06-12,160,115,5.075173815233827
XL,2021-06-13,130,116,4.867534450455582
XL,2021-06-15,50,117,3.912023005428146
XL,2021-06-16,100,118,4.605170185988092
XL,2021-06-17,50,119,3.912023005428146
XL,2021-06-18,30,120,3.4011973816621555
XL,2021-06-19,40,121,3.6888794541139363
XL,2021-06-21,60,122,4.0943445622221
XL,2021-06-22,80,123,4.382026634673881
XL,2021-06-23,50,124,3.912023005428146
XL,2021-06-24,50,125,3.912023005428146
XL,2021-06-25,72,126,4.276666119016055
XL,2021-06-26,80,127,4.382026634673881
XL,2021-06-28,70,128,4.248495242049359
XL,2021-06-29,50,129,3.912023005428146
XL,2021-07-01,50,130,3.912023005428146
XL,2021-07-02,70,131,4.248495242049359
XL,2021-07-03,120,132,4.787491742782046
XL,2021-07-05,80,133,4.382026634673881
XL,2021-07-06,50,134,3.912023005428146
XL,2021-07-07,20,135,2.995732273553991
XL,2021-07-08,120,136,4.787491742782046
XL,2021-07-09,30,137,3.4011973816621555
XL,2021-07-10,40,138,3.6888794541139363
XL,2021-07-12,60,139,4.0943445622221
XL,2021-07-13,70,140,4.248495242049359
XL,2021-07-14,20,141,2.995732273553991
XL,2021-07-15,50,142,3.912023005428146
XL,2021-07-16,40,143,3.6888794541139363
XL,2021-07-17,30,144,3.4011973816621555
XL,2021-07-19,110,145,4.700480365792417
XL,2021-07-21,70,146,4.248495242049359
XL,2021-07-22,10,147,2.302585092994046
XL,2021-07-23,120,148,4.787491742782046
XL,2021-07-24,70,149,4.248495242049359
XL,2021-07-26,50,150,3.912023005428146
XL,2021-07-27,50,151,3.912023005428146
XL,2021-07-29,13,152,2.5649493574615367
XL,2021-08-02,20,153,2.995732273553991
XL,2021-08-05,2,154,0.6931471805599453
XL,2021-08-09,90,155,4.499809670330265
XL,2021-08-10,90,156,4.499809670330265
XL,2021-08-11,50,157,3.912023005428146
XL,2021-08-12,40,158,3.6888794541139363
XL,2021-08-13,90,159,4.499809670330265
XL,2021-08-14,60,160,4.0943445622221
XL,2021-08-16,150,161,5.0106352940962555
XL,2021-08-17,60,162,4.0943445622221
XL,2021-08-18,100,163,4.605170185988092
XL,2021-08-19,50,164,3.912023005428146
XL,2021-08-20,40,165,3.6888794541139363
XL,2021-08-21,50,166,3.912023005428146
XL,2021-08-23,90,167,4.499809670330265
XL,2021-08-24,60,168,4.0943445622221
XL,2021-08-25,50,169,3.912023005428146
XL,2021-08-26,50,170,3.912023005428146
XL,2021-08-27,40,171,3.6888794541139363
XL,2021-08-28,80,172,4.382026634673881
XL,2021-08-30,80,173,4.382026634673881
XL,2021-08-31,70,174,4.248495242049359
XL,2021-09-01,80,175,4.382026634673881
XL,2021-09-03,80,176,4.382026634673881
XL,2021-09-04,70,177,4.248495242049359
XL,2021-09-06,60,178,4.0943445622221
XL,2021-09-07,50,179,3.912023005428146
XL,2021-09-08,70,180,4.248495242049359
XL,2021-09-17,70,181,4.248495242049359
XL,2021-09-18,50,182,3.912023005428146
XL,2021-09-20,90,183,4.499809670330265
XL,2021-09-21,110,184,4.700480365792417
XL,2021-09-22,120,185,4.787491742782046
XL,2021-09-23,90,186,4.499809670330265
XL,2021-09-24,30,187,3.4011973816621555
XL,2021-09-25,30,188,3.4011973816621555
XL,2021-09-27,60,189,4.0943445622221
XL,2021-09-28,90,190,4.499809670330265
XL,2021-09-30,70,191,4.248495242049359
XL,2021-10-01,80,192,4.382026634673881
XL,2021-10-02,50,193,3.912023005428146
XL,2021-10-04,90,194,4.499809670330265
XL,2021-10-05,50,195,3.912023005428146
XL,2021-10-06,80,196,4.382026634673881
XL,2021-10-07,40,197,3.6888794541139363
XL,2021-10-08,92,198,4.5217885770490405
XL,2021-10-09,60,199,4.0943445622221
XL,2021-10-11,90,200,4.499809670330265
XL,2021-10-12,50,201,3.912023005428146
XL,2021-10-13,60,202,4.0943445622221
XL,2021-10-14,60,203,4.0943445622221
XL,2021-10-15,20,204,2.995732273553991
XL,2021-10-16,90,205,4.499809670330265
XL,2021-10-18,40,206,3.6888794541139363
XL,2021-10-20,90,207,4.499809670330265
XL,2021-10-21,50,208,3.912023005428146
XL,2021-10-22,60,209,4.0943445622221
XL,2021-10-23,50,210,3.912023005428146
XL,2021-10-25,80,211,4.382026634673881
XL,2021-10-26,31,212,3.4339872044851463
XL,2021-10-27,40,213,3.6888794541139363
XL,2021-10-28,30,214,3.4011973816621555
XL,2021-10-29,80,215,4.382026634673881
XL,2021-10-30,60,216,4.0943445622221
XL,2021-11-01,110,217,4.700480365792417
XL,2021-11-02,80,218,4.382026634673881
XL,2021-11-03,50,219,3.912023005428146
XL,2021-11-04,30,220,3.4011973816621555
XL,2021-11-05,30,221,3.4011973816621555
XL,2021-11-06,70,222,4.248495242049359
XL,2021-11-08,80,223,4.382026634673881
XL,2021-11-09,30,224,3.4011973816621555
XL,2021-11-10,30,225,3.4011973816621555
XL,2021-11-11,60,226,4.0943445622221
XL,2021-11-12,80,227,4.382026634673881
XL,2021-11-13,40,228,3.6888794541139363
XL,2021-11-15,130,229,4.867534450455582
XL,2021-11-16,80,230,4.382026634673881
XL,2021-11-17,50,231,3.912023005428146
XL,2021-11-18,100,232,4.605170185988092
XL,2021-11-19,80,233,4.382026634673881
XL,2021-11-22,90,234,4.499809670330265
XL,2021-11-23,100,235,4.605170185988092
XL,2021-11-24,80,236,4.382026634673881
XL,2021-11-25,30,237,3.4011973816621555
XL,2021-11-26,60,238,4.0943445622221
XL,2021-11-27,40,239,3.6888794541139363
XL,2021-11-29,40,240,3.6888794541139363
XL,2021-11-30,70,241,4.248495242049359
XL,2021-12-01,20,242,2.995732273553991
XL,2021-12-02,74,243,4.30406509320417
XL,2021-12-03,100,244,4.605170185988092
XL,2021-12-04,54,245,3.9889840465642745
XL,2021-12-06,130,246,4.867534450455582
XL,2021-12-07,50,247,3.912023005428146
XL,2021-12-08,40,248,3.6888794541139363
XL,2021-12-09,20,249,2.995732273553991
XL,2021-12-10,73,250,4.290459441148391
XL,2021-12-11,90,251,4.499809670330265
XL,2021-12-13,60,252,4.0943445622221
XL,2021-12-14,50,253,3.912023005428146
XL,2021-12-15,90,254,4.499809670330265
XL,2021-12-16,70,255,4.248495242049359
XL,2021-12-17,30,256,3.4011973816621555
XL,2021-12-18,80,257,4.382026634673881
XL,2021-12-20,120,258,4.787491742782046
XL,2021-12-21,80,259,4.382026634673881
XL,2021-12-22,60,260,4.0943445622221
XL,2021-12-23,90,261,4.499809670330265
XL,2021-12-24,70,262,4.248495242049359
XL,2021-12-25,70,263,4.248495242049359
XL,2021-12-27,70,264,4.248495242049359
XL,2021-12-28,50,265,3.912023005428146
XL,2021-12-29,40,266,3.6888794541139363
XL,2021-12-30,140,267,4.941642422609304
XL,2021-12-31,120,268,4.787491742782046
XL,2022-01-03,100,269,4.605170185988092
XL,2022-01-04,60,270,4.0943445622221
XL,2022-01-05,82,271,4.406719247264253
XL,2022-01-06,30,272,3.4011973816621555
XL,2022-01-07,70,273,4.248495242049359
XL,2022-01-08,90,274,4.499809670330265
XL,2022-01-10,50,275,3.912023005428146
XL,2022-01-11,180,276,5.19295685089021
XL,2022-01-12,40,277,3.6888794541139363
XL,2022-01-13,80,278,4.382026634673881
XL,2022-01-14,90,279,4.499809670330265
XL,2022-01-17,90,280,4.499809670330265
XL,2022-01-18,30,281,3.4011973816621555
XL,2022-01-19,40,282,3.6888794541139363
XL,2022-01-20,50,283,3.912023005428146
XL,2022-01-21,80,284,4.382026634673881
XL,2022-01-22,120,285,4.787491742782046
XL,2022-01-24,120,286,4.787491742782046
XL,2022-01-25,90,287,4.499809670330265
XL,2022-01-26,30,288,3.4011973816621555
XL,2022-01-27,70,289,4.248495242049359
XL,2022-01-28,110,290,4.700480365792417
XL,2022-01-30,90,291,4.499809670330265
XL,2022-01-31,80,292,4.382026634673881
XL,2022-02-01,60,293,4.0943445622221
XL,2022-02-02,70,294,4.248495242049359
XL,2022-02-03,50,295,3.912023005428146
XL,2022-02-04,100,296,4.605170185988092
XL,2022-02-05,60,297,4.0943445622221
XL,2022-02-07,90,298,4.499809670330265
XL,2022-02-09,70,299,4.248495242049359
XL,2022-02-10,70,300,4.248495242049359
XL,2022-02-11,80,301,4.382026634673881
XL,2022-02-12,50,302,3.912023005428146
XL,2022-02-14,70,303,4.248495242049359
XL,2022-02-15,73,304,4.290459441148391
XL,2022-02-16,30,305,3.4011973816621555
XL,2022-02-17,90,306,4.499809670330265
XL,2022-02-19,140,307,4.941642422609304
XL,2022-02-21,40,308,3.6888794541139363
XL,2022-02-22,20,309,2.995732273553991
XL,2022-02-23,90,310,4.499809670330265
XL,2022-02-24,20,311,2.995732273553991
XL,2022-02-26,100,312,4.605170185988092
XL,2022-02-27,80,313,4.382026634673881
XL,2022-02-28,40,314,3.6888794541139363
XL,2022-03-01,50,315,3.912023005428146
XL,2022-03-02,60,316,4.0943445622221
XL,2022-03-03,80,317,4.382026634673881
XL,2022-03-04,40,318,3.6888794541139363
XL,2022-03-06,70,319,4.248495242049359
XL,2022-03-07,60,320,4.0943445622221
XL,2022-03-08,60,321,4.0943445622221
XL,2022-03-09,60,322,4.0943445622221
XL,2022-03-10,20,323,2.995732273553991
XL,2022-03-11,50,324,3.912023005428146
XL,2022-03-12,61,325,4.110873864173311
XL,2022-03-14,90,326,4.499809670330265
XL,2022-03-16,20,327,2.995732273553991
XL,2022-03-17,80,328,4.382026634673881
XL,2022-03-18,40,329,3.6888794541139363
XL,2022-03-19,80,330,4.382026634673881
XL,2022-03-21,110,331,4.700480365792417
XL,2022-03-22,150,332,5.0106352940962555
XL,2022-03-23,30,333,3.4011973816621555
XL,2022-03-24,90,334,4.499809670330265
XL,2022-03-25,50,335,3.912023005428146
XL,2022-03-26,110,336,4.700480365792417
XL,2022-03-28,50,337,3.912023005428146
XL,2022-03-29,80,338,4.382026634673881
XL,2022-03-31,90,339,4.499809670330265
XL,2022-04-01,90,340,4.499809670330265
XL,2022-04-02,120,341,4.787491742782046
XL,2022-04-04,110,342,4.700480365792417
XL,2022-04-05,110,343,4.700480365792417
XL,2022-04-06,60,344,4.0943445622221
XL,2022-04-07,30,345,3.4011973816621555
XL,2022-04-08,90,346,4.499809670330265
XL,2022-04-09,60,347,4.0943445622221
XL,2022-04-11,50,348,3.912023005428146
XL,2022-04-12,52,349,3.9512437185814275
XL,2022-04-13,30,350,3.4011973816621555
XL,2022-04-14,30,351,3.4011973816621555
XL,2022-04-15,40,352,3.6888794541139363
XL,2022-04-16,110,353,4.700480365792417
XL,2022-04-18,50,354,3.912023005428146
XL,2022-04-19,120,355,4.787491742782046
XL,2022-04-20,50,356,3.912023005428146
XL,2022-04-21,30,357,3.4011973816621555
XL,2022-04-22,120,358,4.787491742782046
XL,2022-04-23,50,359,3.912023005428146
XL,2022-04-25,110,360,4.700480365792417
XL,2022-04-26,30,361,3.4011973816621555
XL,2022-04-28,120,362,4.787491742782046
XL,2022-05-05,130,363,4.867534450455582
XL,2022-05-07,50,364,3.912023005428146
XL,2022-05-09,60,365,4.0943445622221
XL,2022-05-10,80,366,4.382026634673881
XL,2022-05-11,50,367,3.912023005428146
XL,2022-05-12,50,368,3.912023005428146
XL,2022-05-13,120,369,4.787491742782046
XL,2022-05-14,40,370,3.6888794541139363
XL,2022-05-16,100,371,4.605170185988092
XL,2022-05-17,90,372,4.499809670330265
XL,2022-05-19,70,373,4.248495242049359
XL,2022-05-20,60,374,4.0943445622221
XL,2022-05-21,70,375,4.248495242049359
XL,2022-05-24,20,376,2.995732273553991
XL,2022-05-25,70,377,4.248495242049359
XL,2022-05-26,50,378,3.912023005428146
XL,2022-05-27,60,379,4.0943445622221
XL,2022-05-30,100,380,4.605170185988092
XL,2022-05-31,120,381,4.787491742782046
XL,2022-06-01,40,382,3.6888794541139363
XL,2022-06-02,70,383,4.248495242049359
XL,2022-06-03,110,384,4.700480365792417
XL,2022-06-04,50,385,3.912023005428146
XL,2022-06-06,70,386,4.248495242049359
XL,2022-06-07,81,387,4.394449154672439
XL,2022-06-08,70,388,4.248495242049359
XL,2022-06-09,50,389,3.912023005428146
XL,2022-06-10,90,390,4.499809670330265
